IBD_percent,fraction_IBD.iida,fraction_IBD.iidb
0,Sample5026316,Sample5026450
0,Sample5026316,Sample5026452
0,Sample5026316,Sample5026460
0,Sample5024525,Sample5026316
0,Sample5024884,Sample5026316
0,Sample5025617,Sample5026316
0,Sample5025643,Sample5026316
0,Sample5025644,Sample5026316
0,Sample5025753,Sample5026316
0,Sample5025773,Sample5026316
0,Sample5025776,Sample5026316
0,Sample5025782,Sample5026316
0,Sample5025822,Sample5026316
0,Sample5025918,Sample5026316
0,Sample5025941,Sample5026316
0,Sample5025942,Sample5026316
0,Sample5025958,Sample5026316
0,Sample5025973,Sample5026316
0,Sample5025982,Sample5026316
0,Sample5024275,Sample5026316
0,Sample5024485,Sample5026316
0,Sample5024500,Sample5026316
0,Sample5024504,Sample5026316
0,Sample5024513,Sample5026316
0,Sample5024591,Sample5026316
0,Sample5025065,Sample5026316
0,Sample5025076,Sample5026316
0,Sample5025089,Sample5026316
0,Sample5025095,Sample5026316
0,Sample5026316,Sample5026727
0,Sample5026316,Sample5026729
0,Sample5026316,Sample5026735
0,Sample5026316,Sample5026773
0,PU18,Sample5026316
0,PU19,Sample5026316
0,PU22,Sample5026316
0,PU23,Sample5026316
0,PU24,Sample5026316
0,PU25,Sample5026316
0,PU26,Sample5026316
0,PU28,Sample5026316
0,Sample5024310,Sample5026316
0,Sample5024360,Sample5026316
0,Sample5024364,Sample5026316
0,Sample5026244,Sample5026316
0,Sample5026316,Sample5026578
0,Sample5026316,Sample5026584
0,Sample5026316,Sample5026588
0,Sample5026316,Sample5026596
0,Sample5024113,Sample5026316
0,Sample5024165,Sample5026316
0,Sample5024171,Sample5026316
0,Sample5024173,Sample5026316
0,Sample5024179,Sample5026316
0,Sample5024461,Sample5026316
0,Sample5024465,Sample5026316
0,Sample5024467,Sample5026316
0,Sample5024469,Sample5026316
0,Sample5024472,Sample5026316
0,Sample5024473,Sample5026316
0,Sample5024476,Sample5026316
0,Sample5024771,Sample5026316
0,Sample5024937,Sample5026316
0,Sample5024964,Sample5026316
0,Sample5025199,Sample5026316
0,Sample5025289,Sample5026316
0,Sample5025291,Sample5026316
0,Sample5025503,Sample5026316
0,Sample5025504,Sample5026316
0,Sample5025542,Sample5026316
0,Sample5025548,Sample5026316
0,Sample5025747,Sample5026316
0,Sample5026316,Sample5026378
0,Sample5026316,Sample5026392
0,Sample5026316,Sample5026400
0,Sample5026316,Sample5026483
0,Sample5026871,Sample5026877
0,Sample5026871,Sample5026883
0,Sample5026871,Sample5026884
0,Sample5026871,Sample5026910
0,Sample5026871,Sample5026916
0,PU1,Sample5026871
0,PU11,Sample5026871
0,PU12,Sample5026871
0,PU13,Sample5026871
0,PU14,Sample5026871
0,PU16,Sample5026871
0,PU3,Sample5026871
0,PU5,Sample5026871
0,PU6,Sample5026871
0,PU7,Sample5026871
0,PU8,Sample5026871
0,Sample5024006,Sample5026871
0,Sample5024008,Sample5026871
0,Sample5024009,Sample5026871
0,Sample5024012,Sample5026871
0,Sample5024029,Sample5026871
0,Sample5024047,Sample5026871
0,Sample5024051,Sample5026871
0,Sample5024054,Sample5026871
0,Sample5024056,Sample5026871
0,Sample5024083,Sample5026871
0,Sample5024085,Sample5026871
0,Sample5024226,Sample5026871
0,Sample5024252,Sample5026871
0,Sample5024416,Sample5026871
0,Sample5024442,Sample5026871
0,Sample5024463,Sample5026871
0,Sample5024673,Sample5026871
0,Sample5024680,Sample5026871
0,Sample5024681,Sample5026871
0,Sample5024686,Sample5026871
0,Sample5024697,Sample5026871
0,Sample5024701,Sample5026871
0,Sample5024704,Sample5026871
0,Sample5024706,Sample5026871
0,Sample5024711,Sample5026871
0,Sample5024719,Sample5026871
0,Sample5024818,Sample5026871
0,Sample5024819,Sample5026871
0,Sample5024820,Sample5026871
0,Sample5024831,Sample5026871
0,Sample5024839,Sample5026871
0,Sample5024981,Sample5026871
0,Sample5024996,Sample5026871
0,Sample5025114,Sample5026871
0,Sample5025116,Sample5026871
0,Sample5025117,Sample5026871
0,Sample5025118,Sample5026871
0,Sample5025119,Sample5026871
0,Sample5025122,Sample5026871
0,Sample5025123,Sample5026871
0,Sample5025125,Sample5026871
0,Sample5025261,Sample5026871
0,Sample5025262,Sample5026871
0,Sample5025266,Sample5026871
0,Sample5025334,Sample5026871
0,Sample5025922,Sample5026871
0,Sample5025923,Sample5026871
0,Sample5025929,Sample5026871
0,Sample5025953,Sample5026871
0,Sample5025957,Sample5026871
0,Sample5025967,Sample5026871
0,Sample5026031,Sample5026871
0,Sample5026134,Sample5026871
0,Sample5026161,Sample5026871
0,Sample5026240,Sample5026871
0,Sample5026290,Sample5026871
0,Sample5026293,Sample5026871
0,Sample5026301,Sample5026871
0,Sample5026309,Sample5026871
0,Sample5026312,Sample5026871
0,Sample5026350,Sample5026871
0,Sample5026402,Sample5026871
0,Sample5026403,Sample5026871
0,Sample5026407,Sample5026871
0,Sample5026409,Sample5026871
0,Sample5026416,Sample5026871
0,Sample5026435,Sample5026871
0,Sample5026443,Sample5026871
0,Sample5026452,Sample5026871
0,Sample5026460,Sample5026871
0,Sample5026468,Sample5026871
0,Sample5024525,Sample5026871
0,Sample5024884,Sample5026871
0,Sample5025617,Sample5026871
0,Sample5025643,Sample5026871
0,Sample5025644,Sample5026871
0,Sample5025753,Sample5026871
0,Sample5025776,Sample5026871
0,Sample5025782,Sample5026871
0,Sample5025822,Sample5026871
0,Sample5025918,Sample5026871
0,Sample5025942,Sample5026871
0,Sample5024275,Sample5026871
0,Sample5024500,Sample5026871
0,Sample5024504,Sample5026871
0,Sample5024513,Sample5026871
0,Sample5024515,Sample5026871
0,Sample5025065,Sample5026871
0,Sample5025076,Sample5026871
0,Sample5025089,Sample5026871
0,Sample5025095,Sample5026871
0,Sample5026727,Sample5026871
0,Sample5026729,Sample5026871
0,PU20,Sample5026871
0,PU22,Sample5026871
0,PU23,Sample5026871
0,PU24,Sample5026871
0,PU25,Sample5026871
0,PU26,Sample5026871
0,Sample5024310,Sample5026871
0,Sample5024360,Sample5026871
0,Sample5024364,Sample5026871
0,Sample5026578,Sample5026871
0,Sample5026584,Sample5026871
0,Sample5026588,Sample5026871
0,Sample5024113,Sample5026871
0,Sample5024461,Sample5026871
0,Sample5024465,Sample5026871
0,Sample5024467,Sample5026871
0,Sample5024472,Sample5026871
0,Sample5024475,Sample5026871
0,Sample5024937,Sample5026871
0,Sample5024964,Sample5026871
0,Sample5025199,Sample5026871
0,Sample5025289,Sample5026871
0,Sample5025291,Sample5026871
0,Sample5025335,Sample5026871
0,Sample5025503,Sample5026871
0,Sample5025504,Sample5026871
0,Sample5025542,Sample5026871
0,Sample5025548,Sample5026871
0,Sample5025747,Sample5026871
0,Sample5026392,Sample5026871
0,Sample5026399,Sample5026871
0,Sample5026400,Sample5026871
0,Sample5026483,Sample5026871
0,Sample5026877,Sample5026883
0,Sample5026877,Sample5026884
0,Sample5026877,Sample5026916
0,PU1,Sample5026877
0,PU10,Sample5026877
0,PU11,Sample5026877
0,PU12,Sample5026877
0,PU13,Sample5026877
0,PU14,Sample5026877
0,PU16,Sample5026877
0,PU2,Sample5026877
0,PU4,Sample5026877
0,PU5,Sample5026877
0,PU8,Sample5026877
0,PU9,Sample5026877
0,Sample5024006,Sample5026877
0,Sample5024008,Sample5026877
0,Sample5024009,Sample5026877
0,Sample5024011,Sample5026877
0,Sample5024012,Sample5026877
0,Sample5024019,Sample5026877
0,Sample5024029,Sample5026877
0,Sample5024047,Sample5026877
0,Sample5024051,Sample5026877
0,Sample5024054,Sample5026877
0,Sample5024055,Sample5026877
0,Sample5024056,Sample5026877
0,Sample5024069,Sample5026877
0,Sample5024082,Sample5026877
0,Sample5024083,Sample5026877
0,Sample5024085,Sample5026877
0,Sample5024096,Sample5026877
0,Sample5024226,Sample5026877
0,Sample5024252,Sample5026877
0,Sample5024262,Sample5026877
0,Sample5024416,Sample5026877
0,Sample5024442,Sample5026877
0,Sample5024463,Sample5026877
0,Sample5024673,Sample5026877
0,Sample5024680,Sample5026877
0,Sample5024697,Sample5026877
0,Sample5024701,Sample5026877
0,Sample5024711,Sample5026877
0,Sample5024719,Sample5026877
0,Sample5024819,Sample5026877
0,Sample5024831,Sample5026877
0,Sample5024833,Sample5026877
0,Sample5024838,Sample5026877
0,Sample5024839,Sample5026877
0,Sample5024981,Sample5026877
0,Sample5024992,Sample5026877
0,Sample5024996,Sample5026877
0,Sample5025114,Sample5026877
0,Sample5025116,Sample5026877
0,Sample5025117,Sample5026877
0,Sample5025118,Sample5026877
0,Sample5025119,Sample5026877
0,Sample5025122,Sample5026877
0,Sample5025123,Sample5026877
0,Sample5025125,Sample5026877
0,Sample5025257,Sample5026877
0,Sample5025262,Sample5026877
0,Sample5025263,Sample5026877
0,Sample5025264,Sample5026877
0,Sample5025268,Sample5026877
0,Sample5025398,Sample5026877
0,Sample5025922,Sample5026877
0,Sample5025923,Sample5026877
0,Sample5025929,Sample5026877
0,Sample5025930,Sample5026877
0,Sample5025954,Sample5026877
0,Sample5025957,Sample5026877
0,Sample5025964,Sample5026877
0,Sample5025967,Sample5026877
0,Sample5026031,Sample5026877
0,Sample5026142,Sample5026877
0,Sample5026152,Sample5026877
0,Sample5026161,Sample5026877
0,Sample5026175,Sample5026877
0,Sample5026240,Sample5026877
0,Sample5026290,Sample5026877
0,Sample5026293,Sample5026877
0,Sample5026302,Sample5026877
0,Sample5026309,Sample5026877
0,Sample5026312,Sample5026877
0,Sample5026350,Sample5026877
0,Sample5026402,Sample5026877
0,Sample5026403,Sample5026877
0,Sample5026407,Sample5026877
0,Sample5026409,Sample5026877
0,Sample5026416,Sample5026877
0,Sample5026421,Sample5026877
0,Sample5026433,Sample5026877
0,Sample5026435,Sample5026877
0,Sample5026438,Sample5026877
0,Sample5026450,Sample5026877
0,Sample5026452,Sample5026877
0,Sample5026460,Sample5026877
0,Sample5026468,Sample5026877
0,Sample5026480,Sample5026877
0,Sample5025617,Sample5026877
0,Sample5025643,Sample5026877
0,Sample5025753,Sample5026877
0,Sample5025773,Sample5026877
0,Sample5025776,Sample5026877
0,Sample5025822,Sample5026877
0,Sample5025918,Sample5026877
0,Sample5025941,Sample5026877
0,Sample5025942,Sample5026877
0,Sample5025958,Sample5026877
0,Sample5025982,Sample5026877
0,Sample5024275,Sample5026877
0,Sample5024485,Sample5026877
0,Sample5024504,Sample5026877
0,Sample5024513,Sample5026877
0,Sample5024515,Sample5026877
0,Sample5024591,Sample5026877
0,Sample5025089,Sample5026877
0,Sample5026712,Sample5026877
0,Sample5026727,Sample5026877
0,Sample5026729,Sample5026877
0,Sample5026735,Sample5026877
0,Sample5026773,Sample5026877
0,PU17,Sample5026877
0,PU18,Sample5026877
0,PU19,Sample5026877
0,PU20,Sample5026877
0,PU22,Sample5026877
0,PU23,Sample5026877
0,PU24,Sample5026877
0,PU25,Sample5026877
0,PU26,Sample5026877
0,Sample5024310,Sample5026877
0,Sample5024360,Sample5026877
0,Sample5024364,Sample5026877
0,Sample5026244,Sample5026877
0,Sample5026584,Sample5026877
0,Sample5026596,Sample5026877
0,Sample5024179,Sample5026877
0,Sample5024461,Sample5026877
0,Sample5024465,Sample5026877
0,Sample5024467,Sample5026877
0,Sample5024469,Sample5026877
0,Sample5024472,Sample5026877
0,Sample5024473,Sample5026877
0,Sample5024475,Sample5026877
0,Sample5024476,Sample5026877
0,Sample5024771,Sample5026877
0,Sample5024937,Sample5026877
0,Sample5024964,Sample5026877
0,Sample5025289,Sample5026877
0,Sample5025291,Sample5026877
0,Sample5025335,Sample5026877
0,Sample5025503,Sample5026877
0,Sample5025504,Sample5026877
0,Sample5025542,Sample5026877
0,Sample5025548,Sample5026877
0,Sample5025747,Sample5026877
0,Sample5026378,Sample5026877
0,Sample5026392,Sample5026877
0,Sample5026399,Sample5026877
0,Sample5026400,Sample5026877
0,Sample5026483,Sample5026877
0,Sample5026878,Sample5026884
0,Sample5026878,Sample5026911
0,PU1,Sample5026878
0,PU10,Sample5026878
0,PU11,Sample5026878
0,PU14,Sample5026878
0,PU15,Sample5026878
0,PU16,Sample5026878
0,PU2,Sample5026878
0,PU3,Sample5026878
0,PU4,Sample5026878
0,PU5,Sample5026878
0,PU6,Sample5026878
0,PU7,Sample5026878
0,PU8,Sample5026878
0,PU9,Sample5026878
0,Sample5024009,Sample5026878
0,Sample5024012,Sample5026878
0,Sample5024029,Sample5026878
0,Sample5024047,Sample5026878
0,Sample5024051,Sample5026878
0,Sample5024054,Sample5026878
0,Sample5024056,Sample5026878
0,Sample5024069,Sample5026878
0,Sample5024082,Sample5026878
0,Sample5024083,Sample5026878
0,Sample5024085,Sample5026878
0,Sample5024226,Sample5026878
0,Sample5024252,Sample5026878
0,Sample5024262,Sample5026878
0,Sample5024442,Sample5026878
0,Sample5024673,Sample5026878
0,Sample5024680,Sample5026878
0,Sample5024681,Sample5026878
0,Sample5024697,Sample5026878
0,Sample5024701,Sample5026878
0,Sample5024704,Sample5026878
0,Sample5024706,Sample5026878
0,Sample5024831,Sample5026878
0,Sample5024838,Sample5026878
0,Sample5024839,Sample5026878
0,Sample5024996,Sample5026878
0,Sample5025114,Sample5026878
0,Sample5025117,Sample5026878
0,Sample5025119,Sample5026878
0,Sample5025123,Sample5026878
0,Sample5025125,Sample5026878
0,Sample5025257,Sample5026878
0,Sample5025261,Sample5026878
0,Sample5025262,Sample5026878
0,Sample5025268,Sample5026878
0,Sample5025334,Sample5026878
0,Sample5025398,Sample5026878
0,Sample5025499,Sample5026878
0,Sample5025922,Sample5026878
0,Sample5025923,Sample5026878
0,Sample5025929,Sample5026878
0,Sample5025930,Sample5026878
0,Sample5025957,Sample5026878
0,Sample5025967,Sample5026878
0,Sample5026032,Sample5026878
0,Sample5026133,Sample5026878
0,Sample5026152,Sample5026878
0,Sample5026161,Sample5026878
0,Sample5026175,Sample5026878
0,Sample5026290,Sample5026878
0,Sample5026293,Sample5026878
0,Sample5026309,Sample5026878
0,Sample5026312,Sample5026878
0,Sample5026350,Sample5026878
0,Sample5026403,Sample5026878
0,Sample5026416,Sample5026878
0,Sample5026421,Sample5026878
0,Sample5026433,Sample5026878
0,Sample5026437,Sample5026878
0,Sample5026438,Sample5026878
0,Sample5026450,Sample5026878
0,Sample5026452,Sample5026878
0,Sample5026468,Sample5026878
0,Sample5026480,Sample5026878
0,Sample5024525,Sample5026878
0,Sample5025617,Sample5026878
0,Sample5025644,Sample5026878
0,Sample5025654,Sample5026878
0,Sample5025753,Sample5026878
0,Sample5025773,Sample5026878
0,Sample5025776,Sample5026878
0,Sample5025782,Sample5026878
0,Sample5025822,Sample5026878
0,Sample5025918,Sample5026878
0,Sample5025941,Sample5026878
0,Sample5025942,Sample5026878
0,Sample5025982,Sample5026878
0,Sample5024275,Sample5026878
0,Sample5024485,Sample5026878
0,Sample5024500,Sample5026878
0,Sample5024504,Sample5026878
0,Sample5024513,Sample5026878
0,Sample5024515,Sample5026878
0,Sample5025065,Sample5026878
0,Sample5025089,Sample5026878
0,Sample5025095,Sample5026878
0,Sample5026712,Sample5026878
0,Sample5026727,Sample5026878
0,Sample5026729,Sample5026878
0,Sample5026735,Sample5026878
0,Sample5026773,Sample5026878
0,PU19,Sample5026878
0,PU22,Sample5026878
0,PU23,Sample5026878
0,PU24,Sample5026878
0,PU26,Sample5026878
0,PU28,Sample5026878
0,Sample5024364,Sample5026878
0,Sample5025684,Sample5026878
0,Sample5026244,Sample5026878
0,Sample5026578,Sample5026878
0,Sample5026584,Sample5026878
0,Sample5026588,Sample5026878
0,Sample5026596,Sample5026878
0,Sample5024461,Sample5026878
0,Sample5024467,Sample5026878
0,Sample5024469,Sample5026878
0,Sample5024472,Sample5026878
0,Sample5024473,Sample5026878
0,Sample5024475,Sample5026878
0,Sample5024771,Sample5026878
0,Sample5024937,Sample5026878
0,Sample5024964,Sample5026878
0,Sample5025199,Sample5026878
0,Sample5025289,Sample5026878
0,Sample5025335,Sample5026878
0,Sample5025503,Sample5026878
0,Sample5025504,Sample5026878
0,Sample5025542,Sample5026878
0,Sample5025548,Sample5026878
0,Sample5025747,Sample5026878
0,Sample5026378,Sample5026878
0,Sample5026392,Sample5026878
0,Sample5026400,Sample5026878
0,Sample5026483,Sample5026878
0,Sample5026883,Sample5026910
0,Sample5026883,Sample5026911
0,PU1,Sample5026883
0,PU10,Sample5026883
0,PU11,Sample5026883
0,PU12,Sample5026883
0,PU13,Sample5026883
0,PU14,Sample5026883
0,PU16,Sample5026883
0,PU3,Sample5026883
0,PU4,Sample5026883
0,PU6,Sample5026883
0,PU7,Sample5026883
0,PU8,Sample5026883
0,PU9,Sample5026883
0,Sample5024006,Sample5026883
0,Sample5024009,Sample5026883
0,Sample5024012,Sample5026883
0,Sample5024029,Sample5026883
0,Sample5024047,Sample5026883
0,Sample5024054,Sample5026883
0,Sample5024055,Sample5026883
0,Sample5024056,Sample5026883
0,Sample5024082,Sample5026883
0,Sample5024083,Sample5026883
0,Sample5024085,Sample5026883
0,Sample5024086,Sample5026883
0,Sample5024096,Sample5026883
0,Sample5024226,Sample5026883
0,Sample5024262,Sample5026883
0,Sample5024264,Sample5026883
0,Sample5024442,Sample5026883
0,Sample5024463,Sample5026883
0,Sample5024673,Sample5026883
0,Sample5024680,Sample5026883
0,Sample5024681,Sample5026883
0,Sample5024686,Sample5026883
0,Sample5024697,Sample5026883
0,Sample5024701,Sample5026883
0,Sample5024704,Sample5026883
0,Sample5024711,Sample5026883
0,Sample5024818,Sample5026883
0,Sample5024819,Sample5026883
0,Sample5024820,Sample5026883
0,Sample5024831,Sample5026883
0,Sample5024833,Sample5026883
0,Sample5024838,Sample5026883
0,Sample5024839,Sample5026883
0,Sample5024992,Sample5026883
0,Sample5024996,Sample5026883
0,Sample5025114,Sample5026883
0,Sample5025116,Sample5026883
0,Sample5025117,Sample5026883
0,Sample5025118,Sample5026883
0,Sample5025119,Sample5026883
0,Sample5025122,Sample5026883
0,Sample5025123,Sample5026883
0,Sample5025257,Sample5026883
0,Sample5025261,Sample5026883
0,Sample5025262,Sample5026883
0,Sample5025264,Sample5026883
0,Sample5025266,Sample5026883
0,Sample5025334,Sample5026883
0,Sample5025398,Sample5026883
0,Sample5025922,Sample5026883
0,Sample5025923,Sample5026883
0,Sample5025929,Sample5026883
0,Sample5025930,Sample5026883
0,Sample5025953,Sample5026883
0,Sample5025954,Sample5026883
0,Sample5025957,Sample5026883
0,Sample5025964,Sample5026883
0,Sample5025967,Sample5026883
0,Sample5026142,Sample5026883
0,Sample5026152,Sample5026883
0,Sample5026161,Sample5026883
0,Sample5026175,Sample5026883
0,Sample5026290,Sample5026883
0,Sample5026293,Sample5026883
0,Sample5026301,Sample5026883
0,Sample5026302,Sample5026883
0,Sample5026309,Sample5026883
0,Sample5026312,Sample5026883
0,Sample5026350,Sample5026883
0,Sample5026403,Sample5026883
0,Sample5026407,Sample5026883
0,Sample5026409,Sample5026883
0,Sample5026416,Sample5026883
0,Sample5026421,Sample5026883
0,Sample5026433,Sample5026883
0,Sample5026437,Sample5026883
0,Sample5026438,Sample5026883
0,Sample5026441,Sample5026883
0,Sample5026443,Sample5026883
0,Sample5026450,Sample5026883
0,Sample5026452,Sample5026883
0,Sample5026460,Sample5026883
0,Sample5026468,Sample5026883
0,Sample5026480,Sample5026883
0,Sample5024525,Sample5026883
0,Sample5025617,Sample5026883
0,Sample5025643,Sample5026883
0,Sample5025644,Sample5026883
0,Sample5025773,Sample5026883
0,Sample5025776,Sample5026883
0,Sample5025822,Sample5026883
0,Sample5025918,Sample5026883
0,Sample5025941,Sample5026883
0,Sample5025958,Sample5026883
0,Sample5025973,Sample5026883
0,Sample5025982,Sample5026883
0,Sample5024275,Sample5026883
0,Sample5024485,Sample5026883
0,Sample5024500,Sample5026883
0,Sample5024504,Sample5026883
0,Sample5024513,Sample5026883
0,Sample5024515,Sample5026883
0,Sample5024591,Sample5026883
0,Sample5025065,Sample5026883
0,Sample5025089,Sample5026883
0,Sample5025095,Sample5026883
0,Sample5026727,Sample5026883
0,Sample5026729,Sample5026883
0,Sample5026735,Sample5026883
0,Sample5026773,Sample5026883
0,PU17,Sample5026883
0,PU18,Sample5026883
0,PU19,Sample5026883
0,PU20,Sample5026883
0,PU22,Sample5026883
0,PU23,Sample5026883
0,PU24,Sample5026883
0,PU25,Sample5026883
0,PU26,Sample5026883
0,Sample5024310,Sample5026883
0,Sample5024360,Sample5026883
0,Sample5024364,Sample5026883
0,Sample5025684,Sample5026883
0,Sample5026244,Sample5026883
0,Sample5026578,Sample5026883
0,Sample5026588,Sample5026883
0,Sample5026596,Sample5026883
0,Sample5024113,Sample5026883
0,Sample5024165,Sample5026883
0,Sample5024173,Sample5026883
0,Sample5024179,Sample5026883
0,Sample5024461,Sample5026883
0,Sample5024465,Sample5026883
0,Sample5024467,Sample5026883
0,Sample5024469,Sample5026883
0,Sample5024472,Sample5026883
0,Sample5024473,Sample5026883
0,Sample5024475,Sample5026883
0,Sample5024771,Sample5026883
0,Sample5024937,Sample5026883
0,Sample5024964,Sample5026883
0,Sample5025199,Sample5026883
0,Sample5025289,Sample5026883
0,Sample5025291,Sample5026883
0,Sample5025335,Sample5026883
0,Sample5025503,Sample5026883
0,Sample5025504,Sample5026883
0,Sample5025542,Sample5026883
0,Sample5025548,Sample5026883
0,Sample5025747,Sample5026883
0,Sample5026392,Sample5026883
0,Sample5026399,Sample5026883
0,Sample5026400,Sample5026883
0,Sample5026483,Sample5026883
0,PU10,Sample5026884
0,PU11,Sample5026884
0,PU3,Sample5026884
0,PU5,Sample5026884
0,PU7,Sample5026884
0,PU8,Sample5026884
0,Sample5024006,Sample5026884
0,Sample5024011,Sample5026884
0,Sample5024012,Sample5026884
0,Sample5024019,Sample5026884
0,Sample5024047,Sample5026884
0,Sample5024051,Sample5026884
0,Sample5024054,Sample5026884
0,Sample5024056,Sample5026884
0,Sample5024069,Sample5026884
0,Sample5024082,Sample5026884
0,Sample5024226,Sample5026884
0,Sample5024262,Sample5026884
0,Sample5024416,Sample5026884
0,Sample5024442,Sample5026884
0,Sample5024463,Sample5026884
0,Sample5024681,Sample5026884
0,Sample5024686,Sample5026884
0,Sample5024697,Sample5026884
0,Sample5024701,Sample5026884
0,Sample5024704,Sample5026884
0,Sample5024706,Sample5026884
0,Sample5024711,Sample5026884
0,Sample5024820,Sample5026884
0,Sample5024831,Sample5026884
0,Sample5024838,Sample5026884
0,Sample5024839,Sample5026884
0,Sample5024996,Sample5026884
0,Sample5025114,Sample5026884
0,Sample5025116,Sample5026884
0,Sample5025117,Sample5026884
0,Sample5025118,Sample5026884
0,Sample5025119,Sample5026884
0,Sample5025257,Sample5026884
0,Sample5025262,Sample5026884
0,Sample5025268,Sample5026884
0,Sample5025334,Sample5026884
0,Sample5025398,Sample5026884
0,Sample5025922,Sample5026884
0,Sample5025923,Sample5026884
0,Sample5025929,Sample5026884
0,Sample5025953,Sample5026884
0,Sample5025954,Sample5026884
0,Sample5025957,Sample5026884
0,Sample5026031,Sample5026884
0,Sample5026032,Sample5026884
0,Sample5026133,Sample5026884
0,Sample5026142,Sample5026884
0,Sample5026152,Sample5026884
0,Sample5026161,Sample5026884
0,Sample5026175,Sample5026884
0,Sample5026290,Sample5026884
0,Sample5026293,Sample5026884
0,Sample5026297,Sample5026884
0,Sample5026309,Sample5026884
0,Sample5026312,Sample5026884
0,Sample5026350,Sample5026884
0,Sample5026403,Sample5026884
0,Sample5026407,Sample5026884
0,Sample5026416,Sample5026884
0,Sample5026421,Sample5026884
0,Sample5026443,Sample5026884
0,Sample5026450,Sample5026884
0,Sample5026452,Sample5026884
0,Sample5026460,Sample5026884
0,Sample5026468,Sample5026884
0,Sample5026480,Sample5026884
0,Sample5024525,Sample5026884
0,Sample5025617,Sample5026884
0,Sample5025643,Sample5026884
0,Sample5025644,Sample5026884
0,Sample5025773,Sample5026884
0,Sample5025822,Sample5026884
0,Sample5025918,Sample5026884
0,Sample5025941,Sample5026884
0,Sample5025982,Sample5026884
0,Sample5024275,Sample5026884
0,Sample5024485,Sample5026884
0,Sample5024500,Sample5026884
0,Sample5024504,Sample5026884
0,Sample5024513,Sample5026884
0,Sample5024515,Sample5026884
0,Sample5024591,Sample5026884
0,Sample5025076,Sample5026884
0,Sample5025089,Sample5026884
0,Sample5025095,Sample5026884
0,Sample5026712,Sample5026884
0,Sample5026727,Sample5026884
0,Sample5026729,Sample5026884
0,Sample5026735,Sample5026884
0,Sample5026773,Sample5026884
0,PU18,Sample5026884
0,PU19,Sample5026884
0,PU20,Sample5026884
0,PU22,Sample5026884
0,PU23,Sample5026884
0,PU24,Sample5026884
0,PU25,Sample5026884
0,PU26,Sample5026884
0,PU28,Sample5026884
0,Sample5024310,Sample5026884
0,Sample5024360,Sample5026884
0,Sample5026054,Sample5026884
0,Sample5026596,Sample5026884
0,Sample5024165,Sample5026884
0,Sample5024171,Sample5026884
0,Sample5024179,Sample5026884
0,Sample5024461,Sample5026884
0,Sample5024465,Sample5026884
0,Sample5024467,Sample5026884
0,Sample5024469,Sample5026884
0,Sample5024472,Sample5026884
0,Sample5024476,Sample5026884
0,Sample5024771,Sample5026884
0,Sample5024937,Sample5026884
0,Sample5024964,Sample5026884
0,Sample5025199,Sample5026884
0,Sample5025291,Sample5026884
0,Sample5025335,Sample5026884
0,Sample5025503,Sample5026884
0,Sample5025504,Sample5026884
0,Sample5025542,Sample5026884
0,Sample5025548,Sample5026884
0,Sample5025747,Sample5026884
0,Sample5026378,Sample5026884
0,Sample5026392,Sample5026884
0,Sample5026483,Sample5026884
0,Sample5026910,Sample5026911
0,PU1,Sample5026910
0,PU11,Sample5026910
0,PU14,Sample5026910
0,PU15,Sample5026910
0,PU2,Sample5026910
0,PU3,Sample5026910
0,PU5,Sample5026910
0,PU6,Sample5026910
0,PU7,Sample5026910
0,PU8,Sample5026910
0,PU9,Sample5026910
0,Sample5024008,Sample5026910
0,Sample5024012,Sample5026910
0,Sample5024029,Sample5026910
0,Sample5024056,Sample5026910
0,Sample5024082,Sample5026910
0,Sample5024083,Sample5026910
0,Sample5024085,Sample5026910
0,Sample5024226,Sample5026910
0,Sample5024252,Sample5026910
0,Sample5024262,Sample5026910
0,Sample5024414,Sample5026910
0,Sample5024416,Sample5026910
0,Sample5024442,Sample5026910
0,Sample5024463,Sample5026910
0,Sample5024680,Sample5026910
0,Sample5024681,Sample5026910
0,Sample5024697,Sample5026910
0,Sample5024701,Sample5026910
0,Sample5024704,Sample5026910
0,Sample5024706,Sample5026910
0,Sample5024719,Sample5026910
0,Sample5024818,Sample5026910
0,Sample5024819,Sample5026910
0,Sample5024820,Sample5026910
0,Sample5024831,Sample5026910
0,Sample5024833,Sample5026910
0,Sample5024839,Sample5026910
0,Sample5024996,Sample5026910
0,Sample5025114,Sample5026910
0,Sample5025116,Sample5026910
0,Sample5025118,Sample5026910
0,Sample5025123,Sample5026910
0,Sample5025262,Sample5026910
0,Sample5025266,Sample5026910
0,Sample5025268,Sample5026910
0,Sample5025334,Sample5026910
0,Sample5025398,Sample5026910
0,Sample5025499,Sample5026910
0,Sample5025922,Sample5026910
0,Sample5025923,Sample5026910
0,Sample5025930,Sample5026910
0,Sample5025957,Sample5026910
0,Sample5025964,Sample5026910
0,Sample5025967,Sample5026910
0,Sample5026031,Sample5026910
0,Sample5026032,Sample5026910
0,Sample5026133,Sample5026910
0,Sample5026134,Sample5026910
0,Sample5026142,Sample5026910
0,Sample5026152,Sample5026910
0,Sample5026161,Sample5026910
0,Sample5026175,Sample5026910
0,Sample5026240,Sample5026910
0,Sample5026290,Sample5026910
0,Sample5026293,Sample5026910
0,Sample5026297,Sample5026910
0,Sample5026302,Sample5026910
0,Sample5026311,Sample5026910
0,Sample5026312,Sample5026910
