IBD_percent,fraction_IBD.iida,fraction_IBD.iidb
0.001533349,Sample5024831,Sample5025909
0.001533349,PU18,PU28
0.001529888,Sample5025503,Sample5026698
0.001529888,Sample5024884,Sample5024981
0.001529888,Sample5026311,Sample5026729
0.001529888,Sample5024591,Sample5026437
0.001526427,Sample5025909,Sample5026871
0.001526427,Sample5024831,Sample5024884
0.001519504,Sample5026409,Sample5026480
0.001516043,Sample5024884,Sample5026760
0.001516043,Sample5024500,Sample5025119
0.001512582,Sample5024981,Sample5026883
0.00150912,Sample5024275,Sample5026578
0.001505659,Sample5024706,Sample5025954
0.001505659,Sample5025289,Sample5025909
0.001505659,Sample5024364,Sample5024461
0.001502198,PU14,Sample5025909
0.001502198,Sample5024008,Sample5026460
0.001498737,Sample5025930,Sample5026884
0.001495275,Sample5024008,Sample5026793
0.001495275,Sample5024086,Sample5026407
0.001491814,PU1,Sample5024992
0.001491814,Sample5024008,Sample5025125
0.001491814,Sample5024461,Sample5024981
0.001491814,Sample5024364,Sample5025499
0.001488353,PU9,Sample5025548
0.001484891,PU15,Sample5024680
0.001484891,Sample5024006,Sample5024364
0.00148143,Sample5024608,Sample5026402
0.00148143,PU25,Sample5024086
0.001477969,PU28,Sample5026133
0.001474508,PU11,Sample5025782
0.001474508,PU12,Sample5026460
0.001474508,Sample5026244,Sample5026399
0.001471046,Sample5024009,Sample5024051
0.001471046,Sample5025257,Sample5025503
0.001471046,Sample5025076,Sample5025261
0.001467585,Sample5026399,Sample5026916
0.001467585,Sample5024226,Sample5025973
0.001467585,Sample5025257,Sample5025262
0.001464124,PU14,Sample5025684
0.001464124,Sample5024364,Sample5025617
0.001460662,Sample5024252,Sample5024711
0.001457201,Sample5024416,Sample5026312
0.001457201,Sample5025262,Sample5026712
0.001450279,PU12,Sample5024096
0.001450279,Sample5024055,Sample5026240
0.001450279,Sample5024719,Sample5025909
0.001450279,Sample5025776,Sample5025964
0.001439895,Sample5025964,Sample5026884
0.001439895,Sample5024704,Sample5026175
0.001439895,Sample5026290,Sample5026402
0.001436433,PU6,Sample5026911
0.001436433,PU5,Sample5026437
0.001436433,Sample5025125,Sample5025398
0.001432972,Sample5024414,Sample5026878
0.001429511,Sample5024681,Sample5026771
0.00142605,Sample5026240,Sample5026883
0.001422588,Sample5024549,Sample5026847
0.001422588,Sample5025958,Sample5026031
0.001419127,Sample5024472,Sample5026301
0.001415666,Sample5024009,Sample5026338
0.001415666,Sample5024476,Sample5026443
0.001412204,Sample5024009,Sample5024819
0.001405282,Sample5024051,Sample5025114
0.001405282,Sample5024818,Sample5025261
0.001401821,Sample5025953,Sample5025958
0.001398359,PU25,Sample5024069
0.001398359,Sample5025654,Sample5025773
0.001394898,Sample5024536,Sample5025684
0.001394898,Sample5025122,Sample5026910
0.001391437,Sample5025930,Sample5026421
0.001381053,Sample5024096,Sample5026435
0.001381053,Sample5024513,Sample5025257
0.001377592,Sample5024029,Sample5026911
0.001377592,PU4,Sample5025398
0.001377592,Sample5024008,Sample5025782
0.00137413,Sample5024056,Sample5025684
0.00137413,Sample5025118,Sample5026054
0.00137413,Sample5024475,Sample5025263
0.00137413,Sample5026054,Sample5026297
0.001370669,PU18,Sample5026878
0.001370669,Sample5024008,Sample5024252
0.001370669,Sample5024069,Sample5024819
0.001370669,Sample5024069,Sample5025076
0.001370669,Sample5024463,Sample5026392
0.001367208,Sample5024673,Sample5026468
0.001363746,Sample5026400,Sample5026911
0.001363746,Sample5026031,Sample5026409
0.001360285,PU5,Sample5025909
0.001356824,PU19,Sample5024414
0.001356824,Sample5024515,Sample5025118
0.00134644,Sample5024226,Sample5024549
0.001342979,Sample5024536,Sample5024701
0.001342979,Sample5024083,Sample5026311
0.001342979,Sample5025909,Sample5026441
0.001342979,Sample5026460,Sample5026483
0.001339517,PU22,Sample5024549
0.001339517,Sample5025909,Sample5026878
0.001339517,PU20,Sample5024096
0.001339517,Sample5024442,Sample5026054
0.001336056,Sample5025684,Sample5026338
0.001332595,Sample5024610,Sample5025918
0.001332595,Sample5024029,Sample5025918
0.001332595,Sample5024252,Sample5026054
0.001332595,Sample5024416,Sample5026773
0.001332595,Sample5024686,Sample5024706
0.001329134,Sample5024535,Sample5025941
0.001329134,Sample5024006,Sample5024473
0.001329134,Sample5025261,Sample5026161
0.001329134,Sample5025942,Sample5026584
0.001325672,Sample5025654,Sample5026403
0.001322211,Sample5024416,Sample5026916
0.001322211,PU10,Sample5025973
0.00131875,Sample5024964,Sample5026805
0.001315288,Sample5024006,Sample5025643
0.001315288,Sample5024819,Sample5025776
0.001315288,Sample5025643,Sample5025964
0.001308366,Sample5024085,Sample5024680
0.001304905,Sample5024051,Sample5024463
0.001304905,Sample5024463,Sample5025973
0.001304905,Sample5024884,Sample5025123
0.001297982,PU13,Sample5024884
0.001297982,Sample5024364,Sample5024673
0.001297982,Sample5024364,Sample5025125
0.001294521,Sample5024981,Sample5026793
0.001294521,Sample5024819,Sample5025264
0.001294521,Sample5026133,Sample5026712
0.001287598,Sample5024819,Sample5024833
0.001287598,Sample5026054,Sample5026399
0.001284137,Sample5025398,Sample5026316
0.001284137,Sample5024513,Sample5025125
0.001280676,Sample5026392,Sample5026793
0.001280676,Sample5024610,Sample5025266
0.001280676,PU13,Sample5026054
0.001280676,PU9,Sample5025065
0.001280676,Sample5025266,Sample5026400
0.001277214,Sample5024008,Sample5026883
0.001277214,PU1,Sample5024500
0.001277214,Sample5024680,Sample5026443
0.001277214,Sample5025117,Sample5025643
0.001277214,Sample5025125,Sample5025654
0.001277214,Sample5025942,Sample5026311
0.001273753,Sample5025973,Sample5026392
0.001266831,Sample5024476,Sample5024535
0.001266831,Sample5025268,Sample5026916
0.001266831,PU14,Sample5024171
0.001266831,Sample5024054,Sample5024475
0.001266831,Sample5024069,Sample5024414
0.001266831,Sample5024818,Sample5026290
0.001266831,Sample5025262,Sample5025504
0.001266831,Sample5025499,Sample5026400
0.001263369,Sample5026409,Sample5026884
0.001263369,PU15,Sample5026312
0.001263369,Sample5024051,Sample5026712
0.001263369,Sample5025117,Sample5026311
0.001259908,Sample5024069,Sample5024884
0.001252985,Sample5024011,Sample5026588
0.001252985,Sample5024264,Sample5025964
0.001249524,Sample5026400,Sample5026814
0.001249524,Sample5025289,Sample5026443
0.001246063,PU2,Sample5025065
0.001246063,PU22,Sample5024264
0.001246063,Sample5024416,Sample5024704
0.001246063,Sample5024475,Sample5026729
0.001242602,PU25,Sample5026698
0.001242602,Sample5024704,Sample5026814
0.001242602,PU13,Sample5026910
0.001242602,Sample5024054,Sample5026309
0.001242602,Sample5025117,Sample5025967
0.001242602,Sample5024476,Sample5025973
0.00123914,Sample5024244,Sample5024833
0.00123914,PU14,Sample5024608
0.00123914,Sample5025262,Sample5026727
0.001235679,Sample5024535,Sample5025122
0.001235679,Sample5025118,Sample5026588
0.001235679,Sample5025266,Sample5025289
0.001235679,Sample5025644,Sample5025957
0.001235679,PU19,Sample5026407
0.001235679,Sample5024113,Sample5024364
0.001232218,Sample5024525,Sample5026877
0.001232218,PU3,Sample5026588
0.001232218,PU6,Sample5024012
0.001232218,Sample5024051,Sample5026302
0.001232218,Sample5026407,Sample5026409
0.001228756,Sample5024056,Sample5026407
0.001228756,Sample5024416,Sample5024673
0.001228756,Sample5025958,Sample5026032
0.001225295,PU16,Sample5024069
0.001225295,Sample5024504,Sample5025942
0.001221834,Sample5024083,Sample5026884
0.001221834,Sample5026588,Sample5026910
0.001218373,Sample5025065,Sample5026311
0.00121145,Sample5024085,Sample5024610
0.001207989,Sample5024535,Sample5025958
0.001207989,Sample5024610,Sample5025776
0.001204527,Sample5024535,Sample5026588
0.001204527,Sample5024442,Sample5025125
0.001204527,Sample5024686,Sample5026399
0.001204527,PU18,Sample5025266
0.001204527,Sample5024964,Sample5025499
0.001204527,Sample5024469,Sample5025548
0.001201066,PU2,Sample5024673
0.001201066,Sample5024964,Sample5026297
0.001201066,PU20,Sample5026407
0.001201066,Sample5025095,Sample5025973
0.001197605,Sample5026399,Sample5026742
0.001194144,Sample5025289,Sample5025782
0.001190682,Sample5025499,Sample5026742
0.001190682,Sample5024054,Sample5026392
0.001190682,Sample5024686,Sample5025499
0.001190682,Sample5024165,Sample5026480
0.001187221,Sample5024011,Sample5026910
0.001187221,PU12,Sample5026240
0.001187221,Sample5024012,Sample5025095
0.001187221,Sample5024364,Sample5026054
0.00118376,Sample5025909,Sample5026793
0.00118376,Sample5026240,Sample5026814
0.00118376,PU2,Sample5024833
0.00118376,Sample5024009,Sample5025499
0.00118376,Sample5024706,Sample5024839
0.00118376,Sample5024719,Sample5025643
0.00118376,Sample5026311,Sample5026399
0.001180298,Sample5024051,Sample5026760
0.001180298,PU15,Sample5026916
0.001180298,Sample5024414,Sample5026302
0.001180298,Sample5024839,Sample5026578
0.001176837,Sample5026610,Sample5026884
0.001176837,Sample5024610,Sample5025782
0.001176837,Sample5024011,Sample5025262
0.001176837,Sample5025122,Sample5026480
0.001173376,PU9,Sample5025654
0.001173376,Sample5025119,Sample5026054
0.001173376,PU17,Sample5026297
0.001169915,Sample5024069,Sample5024310
0.001169915,Sample5024364,Sample5024964
0.001166453,Sample5025909,Sample5026760
0.001166453,Sample5026437,Sample5026793
0.001166453,Sample5025291,Sample5026805
0.001166453,Sample5026297,Sample5026392
0.001162992,PU17,Sample5026338
0.001162992,Sample5026290,Sample5026814
0.001162992,PU9,Sample5026311
0.001162992,Sample5025684,Sample5026407
0.001159531,Sample5026311,Sample5026760
0.001159531,Sample5026032,Sample5026134
0.001159531,Sample5024476,Sample5025643
0.001159531,Sample5024461,Sample5026727
0.001156069,Sample5024171,Sample5026883
0.001156069,Sample5024008,Sample5024981
0.001156069,Sample5025289,Sample5026054
0.001156069,Sample5024964,Sample5026400
0.001152608,Sample5024610,Sample5026054
0.001149147,Sample5024535,Sample5026435
0.001149147,Sample5024252,Sample5024416
0.001149147,Sample5025114,Sample5026409
0.001149147,Sample5026311,Sample5026402
0.001145686,Sample5026578,Sample5026814
0.001145686,PU2,Sample5025942
0.001145686,Sample5024009,Sample5025261
0.001145686,PU17,Sample5024011
0.001145686,Sample5024414,Sample5024673
0.001145686,Sample5024467,Sample5024680
0.001142224,Sample5026884,Sample5026910
0.001142224,Sample5026311,Sample5026438
0.001138763,Sample5024171,Sample5026161
0.001128379,Sample5024244,Sample5025909
0.001128379,Sample5024681,Sample5024839
0.001128379,Sample5024819,Sample5024839
0.001128379,Sample5025753,Sample5026403
0.001121457,Sample5024006,Sample5024686
0.001121457,Sample5024463,Sample5025964
0.001121457,Sample5024771,Sample5025953
0.001117995,PU24,Sample5024069
0.001114534,Sample5025776,Sample5026596
0.001111073,Sample5024364,Sample5024535
0.001111073,Sample5024549,Sample5024704
0.001111073,Sample5026206,Sample5026878
0.001111073,Sample5024820,Sample5025266
0.001111073,Sample5025782,Sample5026399
0.001107611,Sample5026293,Sample5026718
0.001107611,Sample5026316,Sample5026866
0.001107611,Sample5026441,Sample5026871
0.001107611,Sample5024463,Sample5025747
0.001107611,Sample5024992,Sample5025942
0.001107611,Sample5024165,Sample5026409
0.00110415,PU13,Sample5024008
0.00110415,PU15,Sample5026302
0.00110415,Sample5024992,Sample5025261
0.001100689,Sample5024591,Sample5025504
0.001090305,Sample5024608,Sample5026338
0.001090305,PU14,Sample5025262
0.001090305,PU5,Sample5026031
0.001090305,Sample5024414,Sample5024680
0.001090305,Sample5025261,Sample5026032
0.001086844,Sample5024179,Sample5024833
0.001086844,Sample5024173,Sample5025654
0.001079921,Sample5026206,Sample5026910
0.001079921,Sample5026407,Sample5026878
0.00107646,Sample5025548,Sample5025654
0.001072999,Sample5024054,Sample5024096
0.001069537,Sample5024096,Sample5024680
0.001069537,PU20,Sample5024252
0.001066076,Sample5025753,Sample5026409
0.001062615,Sample5024009,Sample5026793
0.001062615,Sample5026311,Sample5026884
0.001062615,PU4,Sample5024011
0.001062615,Sample5025747,Sample5026400
0.001059153,Sample5024673,Sample5024981
0.001059153,Sample5025262,Sample5025942
0.001059153,Sample5024179,Sample5026152
0.001059153,Sample5024173,Sample5025942
0.001055692,PU4,Sample5025504
0.001055692,Sample5025117,Sample5026290
0.001052231,Sample5024376,Sample5024981
0.001052231,Sample5024463,Sample5026032
0.00104877,Sample5024244,Sample5026054
0.001045308,PU2,Sample5025266
0.001045308,PU9,Sample5025958
0.001045308,Sample5024019,Sample5025942
0.001041847,Sample5024608,Sample5024833
0.001038386,Sample5024244,Sample5024473
0.001038386,Sample5024535,Sample5025117
0.001034924,Sample5024096,Sample5024535
0.001034924,Sample5024252,Sample5026883
0.001034924,PU13,Sample5025266
0.001034924,Sample5025123,Sample5025909
0.001034924,Sample5024475,Sample5025776
0.001034924,Sample5026244,Sample5026578
0.001031463,Sample5025967,Sample5026760
0.001031463,Sample5025964,Sample5026805
0.001031463,Sample5025964,Sample5026847
0.001031463,Sample5024608,Sample5026054
0.001028002,Sample5025973,Sample5026847
0.001028002,Sample5024535,Sample5025954
0.001028002,PU10,Sample5024096
0.001028002,PU12,Sample5025125
0.001028002,Sample5025257,Sample5025909
0.001028002,Sample5025822,Sample5026297
0.001024541,Sample5025958,Sample5026338
0.001024541,Sample5024011,Sample5026409
0.001024541,Sample5024833,Sample5025119
0.001024541,Sample5025117,Sample5025753
0.001021079,Sample5026054,Sample5026910
0.001021079,Sample5024833,Sample5026916
0.001021079,Sample5024673,Sample5025753
0.001021079,Sample5025964,Sample5026311
0.001017618,Sample5024535,Sample5025262
0.001017618,Sample5026031,Sample5026878
0.001017618,Sample5024083,Sample5026407
0.001017618,Sample5026133,Sample5026311
0.001014157,Sample5024047,Sample5025954
0.001014157,Sample5024083,Sample5026032
0.001014157,Sample5024833,Sample5025266
0.001010695,PU10,Sample5025782
0.001010695,Sample5025654,Sample5025822
0.001007234,Sample5024054,Sample5025776
0.001007234,Sample5024681,Sample5025909
0.001007234,Sample5024704,Sample5025499
0.001003773,PU6,Sample5025499
0.001003773,Sample5024083,Sample5025266
0.001000312,PU9,Sample5024992
0.00099685,PU13,Sample5025942
0.000989928,PU13,Sample5024469
0.000989928,Sample5024818,Sample5025119
0.000986466,Sample5024833,Sample5025941
0.000986466,Sample5025643,Sample5026468
0.000986466,Sample5025654,Sample5026480
0.000983005,Sample5024525,Sample5026718
0.000983005,Sample5025499,Sample5026441
0.000976083,PU22,Sample5024833
0.000972621,Sample5024264,Sample5026760
0.000972621,Sample5026877,Sample5026910
0.000972621,PU25,Sample5024051
0.000972621,Sample5024706,Sample5026297
0.000972621,Sample5024819,Sample5026302
0.000972621,Sample5024819,Sample5026578
0.00096916,PU14,Sample5026866
0.000962237,Sample5024252,Sample5025918
0.000962237,Sample5024820,Sample5025268
0.000962237,Sample5024839,Sample5025918
0.000958776,Sample5024096,Sample5024884
0.000958776,Sample5024113,Sample5024820
0.000955315,Sample5024610,Sample5025973
0.000955315,PU9,Sample5024473
0.000955315,Sample5024096,Sample5026054
0.000951854,Sample5024008,Sample5026616
0.000951854,Sample5025930,Sample5026916
0.000951854,Sample5024011,Sample5025953
0.000951854,Sample5026311,Sample5026483
0.000948392,Sample5024981,Sample5026712
0.000948392,Sample5024310,Sample5025116
0.000948392,Sample5025261,Sample5026403
0.000948392,Sample5025782,Sample5026402
0.000944931,Sample5026409,Sample5026878
0.000944931,PU8,Sample5025499
0.000944931,Sample5024086,Sample5025262
0.00094147,PU7,Sample5026134
0.00094147,Sample5024055,Sample5024086
0.000938008,PU28,Sample5024264
0.000938008,Sample5026441,Sample5026584
0.000934547,Sample5024376,Sample5024884
0.000934547,Sample5024485,Sample5024701
0.000934547,Sample5024981,Sample5025118
0.000931086,Sample5026742,Sample5026805
0.000931086,Sample5024096,Sample5026916
0.000931086,Sample5025116,Sample5026400
0.000931086,Sample5025095,Sample5026588
0.000924163,Sample5025499,Sample5026712
0.000924163,Sample5024360,Sample5026399
0.000920702,Sample5025617,Sample5026338
0.000920702,Sample5025909,Sample5026883
0.000920702,Sample5026134,Sample5026911
0.000920702,PU8,Sample5025941
0.000920702,Sample5025261,Sample5026480
0.000920702,Sample5024364,Sample5026584
0.000917241,PU1,Sample5026443
0.000917241,PU11,Sample5026399
0.000917241,Sample5024165,Sample5025954
0.000913779,PU18,Sample5025654
0.000910318,Sample5025782,Sample5026338
0.000910318,Sample5024416,Sample5026206
0.000910318,Sample5024011,Sample5025654
0.000910318,Sample5024051,Sample5024113
0.000910318,Sample5024096,Sample5025263
0.000910318,Sample5025257,Sample5026441
0.000910318,Sample5024525,Sample5025076
0.000906857,Sample5024771,Sample5024996
0.000906857,Sample5025958,Sample5026133
0.000906857,Sample5026452,Sample5026588
0.000903396,Sample5024833,Sample5026760
0.000903396,Sample5026054,Sample5026847
0.000903396,Sample5024006,Sample5026031
0.000903396,Sample5025095,Sample5025909
0.000903396,Sample5024364,Sample5024485
0.000899934,Sample5026718,Sample5026805
0.000899934,Sample5024536,Sample5025261
0.000893012,PU4,Sample5024008
0.000893012,Sample5025909,Sample5026244
0.000893012,Sample5024179,Sample5026409
0.00088955,Sample5024011,Sample5024376
0.00088955,Sample5024113,Sample5024475
0.000886089,Sample5024463,Sample5026878
0.000886089,Sample5024008,Sample5026054
0.000886089,Sample5026438,Sample5026588
0.000886089,Sample5025289,Sample5025918
0.000882628,Sample5025118,Sample5026584
0.000882628,PU19,Sample5026054
0.000882628,PU28,Sample5024937
0.000879167,Sample5025654,Sample5026338
0.000879167,PU9,Sample5025684
0.000879167,Sample5024006,Sample5025776
0.000879167,Sample5024442,Sample5026712
0.000879167,Sample5025266,Sample5026302
0.000875705,Sample5024536,Sample5026584
0.000875705,Sample5024463,Sample5024833
0.000875705,PU24,Sample5025654
0.000872244,Sample5026773,Sample5026910
0.000868783,PU14,Sample5026142
0.000868783,Sample5024704,Sample5025973
0.000868783,Sample5024719,Sample5026175
0.000868783,PU17,Sample5024719
0.000868783,PU25,Sample5026438
0.000865321,Sample5025291,Sample5026771
0.00086186,PU9,Sample5026610
0.00086186,Sample5025199,Sample5026771
0.00086186,Sample5025918,Sample5026911
0.00086186,PU2,Sample5025264
0.00086186,Sample5024673,Sample5026480
0.00086186,Sample5024833,Sample5025782
0.00086186,Sample5025123,Sample5025954
0.00086186,Sample5024475,Sample5025125
0.000858399,Sample5026297,Sample5026610
0.000858399,PU18,Sample5026742
0.000858399,PU15,Sample5024055
0.000858399,Sample5024711,Sample5025782
0.000858399,Sample5026054,Sample5026302
0.000858399,PU17,Sample5026407
0.000854938,Sample5026433,Sample5026698
0.000854938,Sample5025122,Sample5026760
0.000854938,PU9,Sample5025909
0.000854938,Sample5024051,Sample5025119
0.000854938,Sample5024085,Sample5025116
0.000854938,Sample5026297,Sample5026441
0.000851476,Sample5024056,Sample5026718
0.000851476,Sample5024535,Sample5026578
0.000851476,Sample5025076,Sample5026910
0.000851476,PU17,Sample5024414
0.000851476,PU18,Sample5026311
0.000851476,Sample5024476,Sample5025753
0.000848015,Sample5024485,Sample5026814
0.000848015,Sample5024414,Sample5024536
0.000848015,PU12,Sample5024937
0.000848015,PU16,Sample5026712
0.000848015,PU8,Sample5025942
0.000848015,Sample5024012,Sample5025909
0.000848015,Sample5024054,Sample5025909
0.000848015,Sample5025753,Sample5026031
0.000848015,Sample5024884,Sample5025065
0.000844554,Sample5024992,Sample5026814
0.000844554,Sample5025782,Sample5026206
0.000844554,Sample5024008,Sample5025942
0.000844554,Sample5024442,Sample5024475
0.000844554,Sample5024680,Sample5024819
0.000844554,Sample5025264,Sample5025958
0.000844554,Sample5024364,Sample5025266
0.000844554,Sample5025909,Sample5026400
0.000844554,Sample5024173,Sample5025065
0.000844554,Sample5026054,Sample5026400
0.000841092,Sample5024086,Sample5025263
0.000841092,Sample5025065,Sample5026161
0.000841092,PU17,Sample5025747
0.000837631,Sample5024244,Sample5024414
0.000837631,Sample5024244,Sample5025964
0.000837631,Sample5024244,Sample5026311
0.000837631,Sample5024463,Sample5024610
0.000837631,Sample5024610,Sample5025909
0.000837631,PU17,Sample5026316
0.000837631,Sample5025199,Sample5026877
0.000837631,Sample5024414,Sample5026729
0.000837631,Sample5024414,Sample5024461
0.000837631,Sample5024416,Sample5025930
0.000837631,Sample5024463,Sample5025289
0.000837631,Sample5024833,Sample5026399
0.000837631,Sample5025953,Sample5026309
0.000837631,Sample5025964,Sample5026402
0.000837631,Sample5024937,Sample5026441
0.000837631,Sample5025065,Sample5025776
0.000837631,Sample5025782,Sample5026400
0.000837631,Sample5024173,Sample5026399
0.00083417,Sample5024680,Sample5026433
0.000830709,Sample5025973,Sample5026877
0.000830709,Sample5024173,Sample5026911
0.000830709,PU13,Sample5024820
0.000830709,PU18,Sample5025499
0.000823786,Sample5024006,Sample5026316
0.000823786,PU2,Sample5025964
0.000823786,Sample5024475,Sample5024673
0.000823786,Sample5025942,Sample5026142
0.000820325,Sample5026054,Sample5026742
0.000820325,Sample5024964,Sample5026742
0.000820325,Sample5024173,Sample5024610
0.000820325,PU10,Sample5026054
0.000820325,Sample5024054,Sample5025076
0.000820325,Sample5025123,Sample5026433
0.000820325,Sample5025643,Sample5026588
0.000816863,Sample5024113,Sample5024673
0.000816863,Sample5024681,Sample5026031
0.000816863,Sample5026297,Sample5026402
0.000816863,Sample5026311,Sample5026712
0.000816863,Sample5025076,Sample5026578
0.000813402,Sample5024165,Sample5026878
0.000813402,PU10,Sample5024838
0.000813402,Sample5024226,Sample5024461
0.000813402,Sample5024819,Sample5025929
0.000813402,Sample5026032,Sample5026712
0.000809941,Sample5026871,Sample5026911
0.000809941,PU16,Sample5025964
0.000809941,Sample5024029,Sample5025076
0.000809941,Sample5024711,Sample5024833
0.000809941,Sample5025398,Sample5025499
0.000809941,PU22,Sample5025654
0.00080648,Sample5025954,Sample5026910
0.00080648,Sample5024054,Sample5026133
0.00080648,Sample5024673,Sample5025499
0.00080648,Sample5025065,Sample5025266
0.000803018,Sample5024252,Sample5026742
0.000803018,Sample5024680,Sample5026742
0.000803018,Sample5025782,Sample5026742
0.000803018,Sample5024608,Sample5026916
0.000803018,Sample5026054,Sample5026911
0.000803018,Sample5024008,Sample5025747
0.000803018,Sample5024012,Sample5024360
0.000803018,Sample5024252,Sample5024964
0.000803018,Sample5024680,Sample5025782
0.000803018,Sample5024706,Sample5025266
0.000803018,Sample5024113,Sample5024711
0.000803018,Sample5024833,Sample5025089
0.000803018,Sample5024833,Sample5026729
0.000803018,Sample5024833,Sample5024964
0.000803018,Sample5025398,Sample5026407
0.000803018,PU19,Sample5025499
0.000803018,Sample5025958,Sample5026301
0.000803018,Sample5025782,Sample5026302
0.000803018,Sample5024964,Sample5026302
0.000803018,Sample5024964,Sample5026311
0.000803018,Sample5024964,Sample5025782
0.000799557,Sample5024525,Sample5024839
0.000799557,Sample5025123,Sample5025503
0.000799557,Sample5025334,Sample5026311
0.000799557,Sample5026297,Sample5026437
0.000796096,Sample5026302,Sample5026742
0.000796096,PU11,Sample5026437
0.000792634,Sample5024009,Sample5026884
0.000792634,Sample5024051,Sample5024686
0.000792634,Sample5025262,Sample5026409
0.000792634,Sample5025263,Sample5025973
0.000792634,Sample5025398,Sample5025643
0.000789173,Sample5026309,Sample5026760
0.000789173,Sample5024608,Sample5026884
0.000789173,PU16,Sample5024680
0.000789173,Sample5024513,Sample5024981
0.000789173,Sample5026407,Sample5026584
0.000789173,PU18,Sample5024364
0.000785712,PU15,Sample5025268
0.000785712,PU4,Sample5024096
0.000782251,Sample5024264,Sample5025954
0.000782251,Sample5024686,Sample5024833
0.000782251,Sample5025930,Sample5025973
0.000778789,Sample5024008,Sample5026610
0.000775328,Sample5024686,Sample5026402
0.000775328,Sample5024467,Sample5024719
0.000775328,Sample5025504,Sample5026433
0.000775328,Sample5026441,Sample5026443
0.000775328,Sample5024171,Sample5024475
0.000771867,Sample5024310,Sample5026878
0.000771867,Sample5024461,Sample5026402
0.000771867,Sample5024467,Sample5026402
0.000771867,Sample5026244,Sample5026712
0.000764944,Sample5024473,Sample5026718
0.000764944,Sample5024069,Sample5026847
0.000764944,Sample5024056,Sample5026916
0.000764944,PU14,Sample5025266
0.000764944,Sample5024011,Sample5026468
0.000764944,Sample5024673,Sample5025954
0.000761483,Sample5026760,Sample5026847
0.000758022,Sample5024055,Sample5024536
0.000758022,Sample5025930,Sample5026316
0.000758022,Sample5024833,Sample5026871
0.000758022,PU28,PU4
0.000758022,PU9,Sample5025125
0.000758022,PU9,Sample5024884
0.000758022,Sample5024069,Sample5024086
0.000758022,Sample5024467,Sample5026409
0.000758022,PU28,Sample5026578
0.000758022,Sample5024310,Sample5024964
0.00075456,Sample5024704,Sample5026610
0.00075456,Sample5025289,Sample5026847
0.00075456,Sample5024009,Sample5024884
0.00075456,Sample5024226,Sample5025958
0.00075456,Sample5024310,Sample5024719
0.000751099,Sample5024008,Sample5026142
0.000751099,Sample5025753,Sample5026133
0.000747638,Sample5024819,Sample5024884
0.000747638,Sample5024996,Sample5026152
0.000744176,Sample5026311,Sample5026871
0.000744176,PU15,Sample5025753
0.000744176,Sample5024686,Sample5026578
0.000744176,Sample5025199,Sample5025909
0.000744176,PU19,Sample5024173
0.000740715,Sample5024536,Sample5026443
0.000740715,Sample5024054,Sample5025263
0.000740715,Sample5025264,Sample5025942
0.000740715,Sample5025909,Sample5026437
0.000737254,Sample5024608,Sample5026578
0.000737254,PU15,Sample5026578
0.000737254,Sample5024011,Sample5024473
0.000737254,Sample5024055,Sample5024673
0.000737254,Sample5024416,Sample5024525
0.000733793,PU10,Sample5026438
0.000730331,Sample5026311,Sample5026616
0.000730331,Sample5024681,Sample5026847
0.000730331,Sample5024056,Sample5026437
0.000730331,Sample5026441,Sample5026735
0.00072687,PU17,Sample5026884
0.00072687,Sample5025335,Sample5026400
0.000723409,Sample5025499,Sample5026871
0.000723409,PU2,Sample5025199
0.000723409,Sample5024711,Sample5025973
0.000719947,Sample5024833,Sample5026878
0.000719947,Sample5024264,Sample5025122
0.000719947,Sample5025499,Sample5025542
0.000719947,Sample5024173,Sample5025617
0.000716486,Sample5024549,Sample5026910
0.000716486,PU4,Sample5024771
0.000713025,Sample5024054,Sample5026610
0.000713025,Sample5025289,Sample5026402
0.000713025,PU18,Sample5025782
0.000713025,Sample5024485,Sample5026588
0.000713025,Sample5024173,Sample5025289
0.000709564,Sample5026433,Sample5026760
0.000709564,Sample5026054,Sample5026871
0.000709564,Sample5026443,Sample5026877
0.000709564,Sample5025076,Sample5026729
0.000709564,PU24,Sample5026773
0.000706102,Sample5024310,Sample5026698
0.000706102,Sample5026309,Sample5026866
0.000706102,Sample5025118,Sample5025776
0.000706102,Sample5025967,Sample5026437
0.000706102,Sample5024179,Sample5026402
0.000706102,PU20,Sample5026435
0.000706102,PU19,Sample5026578
0.000702641,Sample5024006,Sample5024937
0.000702641,Sample5024686,Sample5025782
0.00069918,PU10,Sample5026031
0.00069918,PU15,Sample5026400
0.00069918,PU8,Sample5026378
0.00069918,Sample5024820,Sample5026433
0.00069918,Sample5024475,Sample5025942
0.00069918,PU18,Sample5026054
0.000695718,Sample5024011,Sample5024364
0.000695718,Sample5024706,Sample5025089
0.000695718,Sample5025257,Sample5026290
0.000695718,Sample5024937,Sample5026175
0.000695718,Sample5024884,Sample5025504
0.000692257,Sample5026433,Sample5026718
0.000692257,PU5,Sample5025334
0.000692257,Sample5024012,Sample5026309
0.000692257,Sample5024264,Sample5026735
0.000692257,Sample5026175,Sample5026290
0.000688796,Sample5025782,Sample5026911
0.000688796,Sample5024442,Sample5025643
0.000688796,Sample5025122,Sample5026402
0.000685335,Sample5024719,Sample5026588
0.000685335,Sample5026400,Sample5026441
0.000685335,Sample5024173,Sample5026460
0.000681873,Sample5024414,Sample5026338
0.000681873,Sample5026698,Sample5026916
